Record ID,Date,Country,City,Temperature (°C),Humidity (%),Precipitation (mm),Air Quality Index (AQI),Extreme Weather Events,Climate Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
usa_1111,1/14/2025,USA,Los Angeles,26,31,51.2,173,None,Koeppen-A,Temperate,Desert,27.6,4.3,N,Winter,6932261,70421215.01,2
usa_1112,1/15/2025,USA,Los Angeles,-1.6,64,23.3,407,None,Koeppen-C,Temperate,Tundra,1.6,16.4,NW,Winter,3158785,82021032.73,6
usa_1113,1/16/2025,USA,Los Angeles,37.1,18,98.5,207,None,Koeppen-B,Temperate,Wetland,38,37.3,N,Winter,8512984,39624869.99,6
usa_1114,1/17/2025,USA,Los Angeles,5.9,90,51.9,280,Heatwave,Koeppen-D,Temperate,Wetland,10.4,5.6,E,Winter,3603291,6492200.71,1
usa_1115,1/18/2025,USA,Los Angeles,24,20,136.6,173,None,Koeppen-D,Temperate,Grassland,25,30.5,N,Winter,9420049,93792428.81,4
usa_1116,1/19/2025,USA,Los Angeles,28.2,52,79.5,382,Drought,Koeppen-D,Temperate,Wetland,30.8,27.3,NE,Winter,4525489,60604408.94,4
usa_1117,1/20/2025,USA,Los Angeles,42,55,92.3,402,None,Koeppen-D,Temperate,Forest,44.8,12.1,SE,Winter,8718189,29510065.96,2
usa_1118,1/21/2025,USA,Los Angeles,17.3,37,72,275,None,Koeppen-B,Temperate,Forest,19.2,3.6,NE,Winter,9886272,81918939.92,1
usa_1119,1/22/2025,USA,Los Angeles,-5.2,40,172.7,119,Drought,Koeppen-A,Temperate,Tundra,-3.2,35.2,S,Winter,7304790,22237856.91,8
usa_1120,1/23/2025,USA,Los Angeles,1.3,28,27.9,236,None,Koeppen-D,Temperate,Desert,2.7,21.2,SE,Winter,416073,25173680.13,6
usa_1121,1/24/2025,USA,Los Angeles,27.6,46,125.7,453,Flood,Koeppen-C,Temperate,Desert,29.9,13.4,SE,Winter,1001449,82376925.59,3
usa_1122,1/25/2025,USA,Los Angeles,-0.7,29,103.3,105,None,Koeppen-D,Temperate,Forest,0.8,31.9,W,Winter,4609824,26137257.07,9
usa_1123,1/26/2025,USA,Los Angeles,3.5,50,56.7,61,None,Koeppen-C,Temperate,Desert,6,27,W,Winter,656110,14698397.85,8
usa_1124,1/27/2025,USA,Los Angeles,13.6,81,36.9,415,None,Koeppen-D,Temperate,Tundra,17.6,9.4,SE,Winter,2770903,29616476.85,7
usa_1125,1/28/2025,USA,Los Angeles,10.6,43,100.9,341,Drought,Koeppen-A,Temperate,Desert,12.8,31.4,NW,Winter,8812893,81866380.53,9
usa_1126,1/29/2025,USA,Los Angeles,10.1,74,63.4,303,None,Koeppen-C,Temperate,Desert,13.8,35.2,N,Winter,9062976,52294768.32,4
usa_1127,1/30/2025,USA,Los Angeles,0.9,59,101,484,Hurricane,Koeppen-A,Temperate,Wetland,3.9,11.1,N,Winter,2017971,22330952.61,10
usa_1128,1/31/2025,USA,Los Angeles,33.2,46,129.3,483,None,Koeppen-D,Temperate,Tundra,35.5,4.3,SE,Winter,3711666,99188663.42,9
usa_1129,2/1/2025,USA,Los Angeles,4.2,17,40.4,214,None,Koeppen-D,Temperate,Wetland,5.1,25.9,NE,Winter,2659390,86435016.04,8
usa_1130,2/2/2025,USA,Los Angeles,44.1,67,73.2,232,None,Koeppen-D,Temperate,Tundra,47.5,23.5,W,Winter,6330478,66988666.29,4
usa_1131,2/3/2025,USA,Los Angeles,3.9,93,193.8,17,None,Koeppen-A,Temperate,Desert,8.6,6,NW,Winter,8830152,84347299.59,8
usa_1132,2/4/2025,USA,Los Angeles,7.1,95,166.2,328,None,Koeppen-D,Temperate,Desert,11.8,20.2,SE,Winter,3486477,80350166.61,5
usa_1133,2/5/2025,USA,Los Angeles,27.7,81,110.1,270,None,Koeppen-C,Temperate,Grassland,31.8,26.7,NW,Winter,6024887,49511532.94,9
usa_1134,2/6/2025,USA,Los Angeles,19.6,56,184.2,107,None,Koeppen-B,Temperate,Desert,22.4,34.5,N,Winter,3109000,90789683.43,9
usa_1135,2/7/2025,USA,Los Angeles,-0.6,26,89,269,None,Koeppen-A,Temperate,Grassland,0.7,6.5,NW,Winter,8475124,85905535.25,4
usa_1136,2/8/2025,USA,Los Angeles,34.2,100,34,173,None,Koeppen-A,Temperate,Tundra,39.2,16.5,W,Winter,9303793,54327432.64,3
usa_1137,2/9/2025,USA,Los Angeles,19.1,29,72.5,335,None,Koeppen-D,Temperate,Desert,20.6,1.1,W,Winter,232555,31691586.05,5
usa_1138,2/10/2025,USA,Los Angeles,43.4,50,126.9,369,Hurricane,Koeppen-C,Temperate,Wetland,45.9,27.6,N,Winter,3932490,26843005.68,4
usa_1139,2/11/2025,USA,Los Angeles,6.9,80,120.4,253,None,Koeppen-B,Temperate,Forest,10.9,10.2,E,Winter,1611746,11343939.42,7
usa_1140,2/12/2025,USA,Los Angeles,12.4,70,183.4,153,None,Koeppen-A,Temperate,Tundra,15.9,23.6,SW,Winter,9277895,83115033.31,9
usa_1141,2/13/2025,USA,Los Angeles,32.6,88,76.1,379,None,Koeppen-C,Temperate,Wetland,37,30.6,N,Winter,7951884,68069513.72,3
usa_1142,2/14/2025,USA,Los Angeles,11.8,48,11.6,340,None,Koeppen-B,Temperate,Wetland,14.2,15.1,SW,Winter,7367702,42265930.4,7
usa_1143,2/15/2025,USA,Los Angeles,4.4,91,163.2,205,None,Koeppen-C,Temperate,Tundra,8.9,39.2,NW,Winter,3727715,98765270.36,8
usa_1144,2/16/2025,USA,Los Angeles,19.7,26,143.1,211,None,Koeppen-A,Temperate,Grassland,21,27.9,NE,Winter,23951,7328615.6,7
usa_1145,2/17/2025,USA,Los Angeles,3.6,12,9.3,101,None,Koeppen-C,Temperate,Wetland,4.2,20.8,SW,Winter,3623382,61008266.2,2
usa_1146,2/18/2025,USA,Los Angeles,43,71,111.1,40,None,Koeppen-D,Temperate,Wetland,46.5,29.7,W,Winter,784066,51532893.68,2
usa_1147,2/19/2025,USA,Los Angeles,27.8,91,182.1,438,Heatwave,Koeppen-C,Temperate,Wetland,32.4,31.2,S,Winter,9645813,89741985.8,3
usa_1148,2/20/2025,USA,Los Angeles,14.2,48,47.3,258,None,Koeppen-A,Temperate,Wetland,16.6,7.5,W,Winter,7648151,93872843.73,7
usa_1149,2/21/2025,USA,Los Angeles,41.4,42,55.5,276,None,Koeppen-D,Temperate,Wetland,43.5,4.6,S,Winter,9608059,63713889.53,8
usa_1150,2/22/2025,USA,Los Angeles,-8.3,38,175.3,369,None,Koeppen-A,Temperate,Tundra,-6.4,4.3,SE,Winter,8310087,6809434.13,10
usa_1151,2/23/2025,USA,Los Angeles,32.8,58,50.9,154,None,Koeppen-C,Temperate,Wetland,35.7,35.1,S,Winter,5556830,12251065.12,7
usa_1152,2/24/2025,USA,Los Angeles,43.2,100,25.8,195,None,Koeppen-B,Temperate,Forest,48.2,35.7,E,Winter,1244900,86229202.86,6
usa_1153,2/25/2025,USA,Los Angeles,23.6,68,164,366,None,Koeppen-A,Temperate,Desert,27,3.6,N,Winter,4445838,12396606.56,5
usa_1154,2/26/2025,USA,Los Angeles,24.9,77,107,39,Hurricane,Koeppen-C,Temperate,Wetland,28.8,13.7,N,Winter,4738141,31287342.65,10
usa_1155,2/27/2025,USA,Los Angeles,17,67,68.6,47,None,Koeppen-B,Temperate,Forest,20.4,31.8,NE,Winter,8396189,67583966.1,6
usa_1156,2/28/2025,USA,Los Angeles,24.2,41,117.4,310,None,Koeppen-C,Temperate,Tundra,26.2,29.5,S,Winter,3874521,60248800.74,6
usa_1157,3/1/2025,USA,Los Angeles,16.3,72,27.2,162,None,Koeppen-B,Temperate,Forest,19.9,26,NE,Spring,4264588,82427927.67,3
usa_1158,3/2/2025,USA,Los Angeles,7.3,38,188.9,39,None,Koeppen-C,Temperate,Desert,9.2,30,SE,Spring,690848,73469965.91,3
usa_1159,3/3/2025,USA,Los Angeles,-6.5,66,59.9,127,Flood,Koeppen-C,Temperate,Forest,-3.2,21.3,S,Spring,1335844,91454336.88,8
usa_1160,3/4/2025,USA,Los Angeles,13.2,26,50.8,281,None,Koeppen-A,Temperate,Tundra,14.5,14.2,SE,Spring,4996499,87059253.48,6
usa_1161,3/5/2025,USA,Los Angeles,42.5,57,197.2,495,None,Koeppen-D,Temperate,Wetland,45.4,26.1,W,Spring,8082961,52688572.85,10
usa_1162,3/6/2025,USA,Los Angeles,7.7,86,65.2,220,None,Koeppen-C,Temperate,Tundra,12,36.5,N,Spring,4060753,67652855.68,7
usa_1163,3/7/2025,USA,Los Angeles,27.7,44,108.6,432,None,Koeppen-D,Temperate,Desert,29.9,21.4,SW,Spring,7623967,81965157.36,10
usa_1164,3/8/2025,USA,Los Angeles,14.3,91,28.7,454,Hurricane,Koeppen-B,Temperate,Grassland,18.9,30.3,S,Spring,5958610,71441577.28,3
usa_1165,3/9/2025,USA,Los Angeles,-5.5,18,25.8,489,None,Koeppen-B,Temperate,Forest,-4.6,30,W,Spring,7908749,7074189.89,5
usa_1166,3/10/2025,USA,Los Angeles,35,77,141.7,231,None,Koeppen-C,Temperate,Tundra,38.9,14.8,NE,Spring,528856,10296998.65,7
usa_1167,3/11/2025,USA,Los Angeles,42.6,80,35.4,204,None,Koeppen-C,Temperate,Grassland,46.6,9.3,SE,Spring,2225373,84203311.64,3
usa_1168,3/12/2025,USA,Los Angeles,17.6,15,6.4,106,None,Koeppen-C,Temperate,Tundra,18.4,11.7,N,Spring,3138830,67275422.87,3
usa_1169,3/13/2025,USA,Los Angeles,44.5,35,147.4,205,Flood,Koeppen-D,Temperate,Grassland,46.2,22.3,N,Spring,6278165,42044439.32,2
usa_1170,3/14/2025,USA,Los Angeles,2.4,45,152.3,215,None,Koeppen-A,Temperate,Forest,4.7,16.7,SW,Spring,8346281,84760094.08,5
usa_1171,3/15/2025,USA,Los Angeles,10.6,33,178.1,315,None,Koeppen-D,Temperate,Forest,12.2,8.6,S,Spring,9330715,68113949.13,10
usa_1172,3/16/2025,USA,Los Angeles,6.1,62,35.8,211,None,Koeppen-A,Temperate,Wetland,9.2,8.1,NE,Spring,2966073,1794387.7,10
usa_1173,3/17/2025,USA,Los Angeles,21.7,98,92.6,59,None,Koeppen-A,Temperate,Desert,26.6,14.7,W,Spring,5250826,84060775.71,2
usa_1174,3/18/2025,USA,Los Angeles,3.6,69,68.8,483,Heatwave,Koeppen-D,Temperate,Forest,7.1,38.9,S,Spring,4811536,82529566.58,10
usa_1175,3/19/2025,USA,Los Angeles,-5.6,40,144.3,351,None,Koeppen-C,Temperate,Forest,-3.6,6.9,N,Spring,7070099,17308804.58,9
usa_1176,3/20/2025,USA,Los Angeles,-6.3,29,147.5,118,None,Koeppen-B,Temperate,Desert,-4.8,5.3,S,Spring,2460701,33368038.95,7
usa_1177,3/21/2025,USA,Los Angeles,1.2,92,43.2,107,Heatwave,Koeppen-B,Temperate,Wetland,5.8,39.2,SW,Spring,9879096,49481900.41,4
usa_1178,3/22/2025,USA,Los Angeles,19.8,34,32,81,None,Koeppen-A,Temperate,Wetland,21.5,25,NW,Spring,3314135,84706150.51,4
usa_1179,3/23/2025,USA,Los Angeles,-2.5,58,68.1,369,None,Koeppen-C,Temperate,Desert,0.4,4.4,W,Spring,7796268,26298694.12,8
usa_1180,3/24/2025,USA,Los Angeles,12.7,86,139.2,237,None,Koeppen-B,Temperate,Wetland,17,30.2,NE,Spring,8621995,56415081.24,8
usa_1181,3/25/2025,USA,Los Angeles,15.9,12,152.7,397,None,Koeppen-C,Temperate,Forest,16.5,33.9,E,Spring,2247663,49542192.41,7
usa_1182,3/26/2025,USA,Los Angeles,33.8,76,128,240,None,Koeppen-D,Temperate,Desert,37.6,21.1,SW,Spring,7583361,84049769.66,3
usa_1183,3/27/2025,USA,Los Angeles,15.1,32,78.7,460,None,Koeppen-B,Temperate,Grassland,16.7,13.8,SW,Spring,4916185,43321362.98,1
usa_1184,3/28/2025,USA,Los Angeles,23.9,54,44.6,226,None,Koeppen-A,Temperate,Wetland,26.6,23.4,SW,Spring,6972127,23910996.45,10
usa_1185,3/29/2025,USA,Los Angeles,13.2,42,64.2,398,None,Koeppen-D,Temperate,Forest,15.3,39.8,NE,Spring,9383911,71637929.83,2
usa_1186,3/30/2025,USA,Los Angeles,0,39,59.7,407,None,Koeppen-C,Temperate,Grassland,2,10.2,S,Spring,4363480,17504912.35,7
usa_1187,3/31/2025,USA,Los Angeles,-2.6,16,183.8,409,None,Koeppen-C,Temperate,Wetland,-1.8,5.6,NW,Spring,5898449,36795214.46,9
usa_1188,4/1/2025,USA,Los Angeles,4.1,91,102.7,51,None,Koeppen-A,Temperate,Wetland,8.6,7,SW,Spring,1013278,49901203.35,8
usa_1189,4/2/2025,USA,Los Angeles,1.2,42,124.2,455,Heatwave,Koeppen-A,Temperate,Forest,3.3,10.7,W,Spring,210394,285618.98,5
usa_1190,4/3/2025,USA,Los Angeles,40,61,61.2,122,None,Koeppen-B,Temperate,Grassland,43,13.9,NW,Spring,7704106,36727108.19,10
usa_1191,4/4/2025,USA,Los Angeles,30.5,87,173.1,327,None,Koeppen-A,Temperate,Desert,34.9,11.9,NW,Spring,7369677,37978292.63,4
usa_1192,4/5/2025,USA,Los Angeles,8.6,26,67.6,429,None,Koeppen-D,Temperate,Tundra,9.9,24.3,W,Spring,5871505,14037146.7,8
usa_1193,4/6/2025,USA,Los Angeles,9.2,23,58.3,334,None,Koeppen-A,Temperate,Grassland,10.3,12.2,NE,Spring,546058,67705149.17,2
usa_1194,4/7/2025,USA,Los Angeles,20.8,20,121.2,494,None,Koeppen-C,Temperate,Desert,21.8,3.8,W,Spring,2176583,16162321.74,5
usa_1195,4/8/2025,USA,Los Angeles,0.9,10,158.2,33,None,Koeppen-A,Temperate,Wetland,1.4,3,N,Spring,1368505,12399851.03,1
usa_1196,4/9/2025,USA,Los Angeles,5.1,11,67.9,297,Drought,Koeppen-B,Temperate,Desert,5.6,39.8,S,Spring,175636,9624790.46,8
usa_1197,4/10/2025,USA,Los Angeles,33.5,88,51.4,295,None,Koeppen-D,Temperate,Desert,37.9,24.4,SW,Spring,2307,68832884.36,10
usa_1198,4/11/2025,USA,Los Angeles,26.3,61,194,133,None,Koeppen-D,Temperate,Desert,29.4,12.1,E,Spring,4439330,87896633.23,9
usa_1199,4/12/2025,USA,Los Angeles,40.3,78,161,474,None,Koeppen-A,Temperate,Grassland,44.2,39.7,W,Spring,8780067,97470714.86,9
usa_1200,4/13/2025,USA,Los Angeles,16.8,52,135.1,72,None,Koeppen-C,Temperate,Tundra,19.4,24.7,NE,Spring,9185598,80289531.03,6
usa_1201,4/14/2025,USA,Los Angeles,20.3,75,145.9,232,None,Koeppen-D,Temperate,Forest,24.1,25.7,N,Spring,9032937,39191422.73,4
usa_1202,4/15/2025,USA,Los Angeles,11,67,96.2,434,Flood,Koeppen-A,Temperate,Wetland,14.3,35.6,NW,Spring,2557469,60998346.97,10
usa_1203,4/16/2025,USA,Los Angeles,7.5,33,168.9,207,Drought,Koeppen-C,Temperate,Tundra,9.2,20.2,NE,Spring,5165900,76502799.04,5
usa_1204,4/17/2025,USA,Los Angeles,-6.8,64,80.3,385,Flood,Koeppen-C,Temperate,Desert,-3.6,23.4,W,Spring,2030587,58105155.05,7
usa_1205,4/18/2025,USA,Los Angeles,-1.9,48,28,471,None,Koeppen-B,Temperate,Desert,0.5,24.4,S,Spring,963680,28329980.13,8
usa_1206,4/19/2025,USA,Los Angeles,22.7,13,178.4,405,None,Koeppen-A,Temperate,Forest,23.3,24.8,S,Spring,3905459,51611141.59,5
usa_1207,4/20/2025,USA,Los Angeles,7.5,21,198.3,170,None,Koeppen-B,Temperate,Wetland,8.6,8.7,NW,Spring,9117602,81716141.53,2
usa_1208,4/21/2025,USA,Los Angeles,-5.2,42,114.3,105,None,Koeppen-A,Temperate,Tundra,-3.1,22.9,SW,Spring,1259390,3181996.02,6
usa_1209,4/22/2025,USA,Los Angeles,39.6,59,138.7,13,Drought,Koeppen-D,Temperate,Wetland,42.6,29.2,S,Spring,3663270,74531121.88,9
usa_1210,4/23/2025,USA,Los Angeles,-8.3,14,124.4,38,None,Koeppen-A,Temperate,Wetland,-7.6,7.4,W,Spring,6423366,5475636.89,5
usa_1211,4/24/2025,USA,Los Angeles,20.8,12,71.7,381,Hurricane,Koeppen-A,Temperate,Grassland,21.4,37.2,E,Spring,9706700,48698852.78,10
usa_1212,4/25/2025,USA,Los Angeles,-5.1,30,53.7,65,None,Koeppen-B,Temperate,Wetland,-3.6,5.7,W,Spring,753819,8217893.25,9
usa_1213,4/26/2025,USA,Los Angeles,17.5,29,101.5,427,None,Koeppen-C,Temperate,Tundra,18.9,24.6,SE,Spring,220545,4071275.77,2
usa_1214,4/27/2025,USA,Los Angeles,22.2,34,132.4,481,None,Koeppen-C,Temperate,Forest,23.9,27.4,N,Spring,1617754,4382856.43,8
usa_1215,4/28/2025,USA,Los Angeles,5.2,38,26.7,486,Hurricane,Koeppen-B,Temperate,Grassland,7.1,33.4,W,Spring,782942,10200982.94,3
usa_1216,4/29/2025,USA,Los Angeles,35.6,38,157.3,287,None,Koeppen-D,Temperate,Grassland,37.5,38.6,SW,Spring,6315234,34183091.23,8
usa_1217,4/30/2025,USA,Los Angeles,36.2,30,58.4,389,None,Koeppen-C,Temperate,Grassland,37.7,19,E,Spring,9835323,1934825.72,2
usa_1218,5/1/2025,USA,Los Angeles,-6.4,91,7.2,84,None,Koeppen-A,Temperate,Wetland,-1.9,38.1,SE,Spring,3616937,88438549.37,6
usa_1219,5/2/2025,USA,Los Angeles,19.7,25,122.4,239,None,Koeppen-A,Temperate,Grassland,20.9,6.2,W,Spring,299850,20194841.53,5
usa_1220,5/3/2025,USA,Los Angeles,4.6,52,155,16,None,Koeppen-D,Temperate,Forest,7.2,28.9,NW,Spring,39052,25296456.33,10
usa_1221,5/4/2025,USA,Los Angeles,37.9,41,149.9,114,None,Koeppen-B,Temperate,Tundra,39.9,10.6,SW,Spring,6912432,96232527.24,10
usa_1222,5/5/2025,USA,Los Angeles,38.6,93,176.6,183,None,Koeppen-D,Temperate,Grassland,43.2,26.6,S,Spring,5608134,2513454.4,5
usa_1223,5/6/2025,USA,Los Angeles,34.1,30,94.3,277,Heatwave,Koeppen-D,Temperate,Forest,35.6,38.3,N,Spring,2736875,92422580.52,2
usa_1224,5/7/2025,USA,Los Angeles,2,38,14.2,115,None,Koeppen-C,Temperate,Wetland,3.9,13.5,E,Spring,9861722,61541586.78,3
usa_1225,5/8/2025,USA,Los Angeles,-7.5,22,187.2,175,Flood,Koeppen-D,Temperate,Grassland,-6.4,4.4,N,Spring,1106842,23677235.51,8
usa_1226,5/9/2025,USA,Los Angeles,7.4,66,38.7,139,None,Koeppen-C,Temperate,Grassland,10.7,38.7,SW,Spring,2860630,77575355.68,5
usa_1227,5/10/2025,USA,Los Angeles,-4.7,22,166.9,251,None,Koeppen-C,Temperate,Grassland,-3.6,19.8,NE,Spring,4554293,63802616.29,6
usa_1228,5/11/2025,USA,Los Angeles,-7.9,87,20.3,468,None,Koeppen-B,Temperate,Tundra,-3.5,1.9,SW,Spring,6841803,18902534.62,8
usa_1229,5/12/2025,USA,Los Angeles,0.1,46,172.4,287,None,Koeppen-A,Temperate,Forest,2.4,18.6,N,Spring,6757731,67696542.34,5
usa_1230,5/13/2025,USA,Los Angeles,41,64,186.3,154,Flood,Koeppen-D,Temperate,Desert,44.2,10,N,Spring,3089327,39601848.01,1
usa_1231,5/14/2025,USA,Los Angeles,13.6,47,22,355,None,Koeppen-D,Temperate,Forest,15.9,15.7,NE,Spring,6672997,89869251.16,6
usa_1232,5/15/2025,USA,Los Angeles,-2.9,54,135.8,481,None,Koeppen-B,Temperate,Wetland,-0.2,3.3,SW,Spring,6726499,24238144.06,5
usa_1233,5/16/2025,USA,Los Angeles,39.6,32,58.7,319,Drought,Koeppen-C,Temperate,Desert,41.2,33,W,Spring,2725744,51121282.93,2
usa_1234,5/17/2025,USA,Los Angeles,-10,85,141.7,305,None,Koeppen-A,Temperate,Grassland,-5.8,27.3,W,Spring,6938801,41275749.46,7
usa_1235,5/18/2025,USA,Los Angeles,24.4,84,54.8,206,None,Koeppen-A,Temperate,Grassland,28.6,19.4,NW,Spring,7014083,85269519.2,10
usa_1236,5/19/2025,USA,Los Angeles,27.4,49,130.8,388,None,Koeppen-B,Temperate,Grassland,29.8,9.2,S,Spring,7855466,26926440.44,10
usa_1237,5/20/2025,USA,Los Angeles,37.9,56,46.6,191,None,Koeppen-D,Temperate,Grassland,40.7,0.9,W,Spring,481175,21234498.05,2
usa_1238,5/21/2025,USA,Los Angeles,39.4,77,153.3,38,None,Koeppen-C,Temperate,Desert,43.2,36.2,NE,Spring,933004,45184653.03,6
usa_1239,5/22/2025,USA,Los Angeles,11.1,53,111.8,485,Flood,Koeppen-B,Temperate,Wetland,13.8,27.4,SW,Spring,9084446,38603743.18,5
usa_1240,5/23/2025,USA,Los Angeles,8.6,25,177.3,381,Hurricane,Koeppen-D,Temperate,Wetland,9.8,28.3,NE,Spring,3315304,11880870.38,8
usa_1241,5/24/2025,USA,Los Angeles,11.1,29,142.5,314,None,Koeppen-D,Temperate,Desert,12.6,17.9,W,Spring,811466,79803619.71,6
usa_1242,5/25/2025,USA,Los Angeles,28.5,52,48.5,407,None,Koeppen-D,Temperate,Wetland,31.1,1.5,S,Spring,4211981,73433163.33,4
usa_1243,5/26/2025,USA,Los Angeles,9.8,47,143.1,280,None,Koeppen-B,Temperate,Wetland,12.2,18.8,SE,Spring,5113646,52133568.42,4
usa_1244,5/27/2025,USA,Los Angeles,-7.4,17,59.2,110,Hurricane,Koeppen-B,Temperate,Forest,-6.6,33.9,NW,Spring,5722387,19574920.89,5
usa_1245,5/28/2025,USA,Los Angeles,19.3,34,110,486,None,Koeppen-A,Temperate,Desert,21,19.3,S,Spring,4904448,15125030.6,3
usa_1246,5/29/2025,USA,Los Angeles,35.1,46,154.1,282,None,Koeppen-A,Temperate,Wetland,37.4,27.1,NW,Spring,2237018,75603312.34,7
usa_1247,5/30/2025,USA,Los Angeles,-4.7,97,141.7,273,None,Koeppen-B,Temperate,Wetland,0.2,21.3,SE,Spring,9580626,17384009.67,3
usa_1248,5/31/2025,USA,Los Angeles,17.8,82,45.9,430,None,Koeppen-C,Temperate,Grassland,21.9,17.7,NW,Spring,9435076,31389606.81,4
usa_1249,6/1/2025,USA,Los Angeles,16.6,93,104.2,202,None,Koeppen-A,Temperate,Grassland,21.2,32.4,SE,Summer,5616608,3954670.82,8
usa_1250,6/2/2025,USA,Los Angeles,-4.5,76,131.1,387,Drought,Koeppen-D,Temperate,Wetland,-0.7,8.9,SW,Summer,3611168,93545806.15,8
usa_1251,6/3/2025,USA,Los Angeles,-1.3,56,182.9,163,None,Koeppen-B,Temperate,Tundra,1.5,17.2,N,Summer,7501074,55964703.56,2
usa_1252,6/4/2025,USA,Los Angeles,4.2,34,74.6,461,None,Koeppen-A,Temperate,Tundra,5.9,28.7,SE,Summer,5669036,72689804.28,4
usa_1253,6/5/2025,USA,Los Angeles,36.4,23,191.6,315,None,Koeppen-B,Temperate,Desert,37.5,25,N,Summer,8038603,95589096.54,7
usa_1254,6/6/2025,USA,Los Angeles,27.6,46,170.2,476,None,Koeppen-D,Temperate,Grassland,29.9,14.2,N,Summer,3746139,32056057.78,6
usa_1255,6/7/2025,USA,Los Angeles,38,93,158.2,316,None,Koeppen-B,Temperate,Forest,42.6,21.5,S,Summer,4305086,43520430.02,7
usa_1256,6/8/2025,USA,Los Angeles,43.5,92,22.7,285,None,Koeppen-D,Temperate,Forest,48.1,37.2,W,Summer,9824631,71015582.79,7
usa_1257,6/9/2025,USA,Los Angeles,39.3,33,143.4,297,Hurricane,Koeppen-B,Temperate,Tundra,40.9,7.7,NE,Summer,8831728,12390813.89,9
usa_1258,6/10/2025,USA,Los Angeles,-9.3,68,8,358,None,Koeppen-B,Temperate,Grassland,-5.9,33.3,NW,Summer,6588662,73101164.8,3
usa_1259,6/11/2025,USA,Los Angeles,19.5,17,79.7,233,Heatwave,Koeppen-C,Temperate,Wetland,20.4,2.1,N,Summer,1552908,36098644.94,7
usa_1260,6/12/2025,USA,Los Angeles,-3.7,55,175,262,None,Koeppen-A,Temperate,Wetland,-1,12.8,N,Summer,8464040,440743.62,7
usa_1261,6/13/2025,USA,Los Angeles,-0.2,25,138.8,273,Heatwave,Koeppen-C,Temperate,Forest,1.1,31,NE,Summer,5433082,91240997.23,2
usa_1262,6/14/2025,USA,Los Angeles,-1.2,64,28.7,180,None,Koeppen-B,Temperate,Desert,2,1.7,E,Summer,2240916,53584767.29,10
usa_1263,6/15/2025,USA,Los Angeles,38.7,18,2.9,92,None,Koeppen-B,Temperate,Wetland,39.6,0.7,S,Summer,8378195,51838176.55,8
usa_1264,6/16/2025,USA,Los Angeles,4.7,45,156.5,454,None,Koeppen-D,Temperate,Desert,7,18.8,E,Summer,960059,27544934.4,9
usa_1265,6/17/2025,USA,Los Angeles,33.9,47,75.9,335,None,Koeppen-D,Temperate,Wetland,36.2,16,SE,Summer,3854487,71739881.32,2
usa_1266,6/18/2025,USA,Los Angeles,-2.1,64,54.9,267,None,Koeppen-D,Temperate,Desert,1.1,18.7,N,Summer,714695,14011652.46,5
usa_1267,6/19/2025,USA,Los Angeles,41.8,19,190.4,497,None,Koeppen-C,Temperate,Tundra,42.8,16.2,SW,Summer,4987565,28605054.21,6
usa_1268,6/20/2025,USA,Los Angeles,25.8,94,166.1,88,None,Koeppen-C,Temperate,Tundra,30.5,34.9,W,Summer,9949796,12450704.03,9
usa_1269,6/21/2025,USA,Los Angeles,-9.2,55,54.5,251,None,Koeppen-D,Temperate,Grassland,-6.4,12.4,S,Summer,2714804,80799951.15,6
usa_1270,6/22/2025,USA,Los Angeles,6.9,88,142.1,74,Heatwave,Koeppen-A,Temperate,Grassland,11.3,36.2,S,Summer,1102624,16563863.87,1
usa_1271,6/23/2025,USA,Los Angeles,39.2,60,71.8,114,None,Koeppen-D,Temperate,Tundra,42.2,12,SW,Summer,6031804,69460812.22,3
usa_1272,6/24/2025,USA,Los Angeles,28.8,76,111.3,355,Drought,Koeppen-A,Temperate,Forest,32.6,32.5,E,Summer,353312,22035833.08,2
usa_1273,6/25/2025,USA,Los Angeles,-4.1,56,4.2,472,None,Koeppen-A,Temperate,Desert,-1.3,9.9,NE,Summer,1351144,9337640.08,4
usa_1274,6/26/2025,USA,Los Angeles,3.5,76,57.3,113,None,Koeppen-B,Temperate,Tundra,7.3,23,NE,Summer,9195658,85435260.76,3
usa_1275,6/27/2025,USA,Los Angeles,33.6,34,121.8,351,Hurricane,Koeppen-C,Temperate,Forest,35.3,8.9,NW,Summer,3977462,67989358.91,3
usa_1276,6/28/2025,USA,Los Angeles,-6.7,72,149.3,177,None,Koeppen-C,Temperate,Wetland,-3.1,4,E,Summer,5603123,25841860.12,7
usa_1277,6/29/2025,USA,Los Angeles,0.2,32,59.5,241,None,Koeppen-A,Temperate,Grassland,1.8,8.1,NW,Summer,1808671,4197353.11,1
usa_1278,6/30/2025,USA,Los Angeles,32.7,46,131.4,43,None,Koeppen-B,Temperate,Wetland,35,33.1,NW,Summer,4134606,9018086.6,1
usa_1279,7/1/2025,USA,Los Angeles,34.7,71,171.5,66,Drought,Koeppen-D,Temperate,Tundra,38.2,23.8,SE,Summer,8396789,94420937.78,1
usa_1280,7/2/2025,USA,Los Angeles,21.7,47,91.9,68,None,Koeppen-A,Temperate,Forest,24.1,36.9,S,Summer,8051767,6709772,8
